COM,Nom Commune,P20_SCOL1517,P20_SCOL1824,ETTEF2021,P20_SCOL2529,P20_NSCOL15P_CAPBEP,P20_NSCOL15P_BAC,P20_NSCOL15P_SUP2,P20_NSCOL15P_SUP34,P20_NSCOL15P_SUP5,ETTEF5021,ETTEF1021,ETTEF121,ETTEF021,P20_POP1564,P20_ACT1564,P20_ACTOCC1564,P20_CHOMEUR1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP34,P20_CHOM_SUP5,P20_ACT_DIPLMIN,P20_ACT_SUP34,P20_ACT_SUP5,P20_INACT1564,P20_ETUD1564,P20_RETR1564,P20_AINACT1564,C20_ACT1564_CS2,C20_ACT1564_CS3,C20_ACT1564_CS4,MED20,NBPERSMENFISC20,NTLBIN
19123,Malemort,249,123,26,10,2010,1198,780,493,359,15,46,274,21,4526.62166776496,3403.71911544352,3084.15452369614,319.564591747374,37.7765676496771,25.9256612612092,14.8593602931427,258.734701015368,366.080247252318,292.119157729793,1122.90255232145,310.245926875617,449.083937497102,363.572687948728,229.633115804109,343.010121684037,1009.64669664815,22420,8243,0
19124,Mansac,58,17,1,4,339,193,115,75,47,1,3,21,0,815.753546985753,627.12017499786,581.131996324952,45.9881786729079,2.8663536159498,1.91511288221596,0.951281849763641,53.5730881373853,63.1801258695215,33.5460120557522,188.633371987893,67.3476109047823,51.3932340965081,69.8925269866022,67.0511159336659,33.7340861358313,163.162309382652,21180,1402,0
19125,Marcillac-la-Croisille,14,5,1,1,218,140,66,43,55,0,3,21,4,392.610356197896,283.762220254824,259.140188594459,24.6220316603651,1.91506406206672,2.87232104977307,2.82642333992937,12.4044292447503,30.3661236732573,26.6488666383657,108.848135943072,17.5151617772837,62.341661269255,28.9913128965331,32.7210887030695,28.842015274843,47.5254926446651,21680,855,0
19126,Marcillac-la-Croze,1,2,1,0,51,30,21,10,12,0,0,5,1,81.0004194224652,58.9997280667533,52.9997557209818,5.99997234577152,0.0,0.0,1.99999078192384,1.99999078192384,6.99996773673344,8.99995851865728,22.000691355712,2.99998617288576,13.0007328370547,5.99997234577152,4.9999769548096,0.0,9.9999539096192,20620,193,0
19128,Margerides,10,4,0,1,73,56,19,18,8,0,1,6,0,179.303886878785,142.853706682732,133.766899052367,9.08680763036528,0.998170949034683,0.0,1.00605691174362,9.09450372492436,13.2065410317731,7.09033964703997,36.4501801960529,10.2204150312349,12.0647969782145,14.1649681866036,0.0,20.3211032336907,25.351699304219,20690,297,0
19129,Masseret,15,13,2,0,171,103,55,42,31,0,4,16,0,361.72200017513,283.282650702781,260.827600482919,22.4550502198628,3.84789463757755,1.90318970254782,0.0,14.7349482851104,22.6572011265317,10.8637013764524,78.4393494723486,23.8440422114494,31.9110612102126,22.6842460506867,33.8504340284255,10.0733245244567,29.8752191613639,21290,689,0
19130,Maussac,13,6,0,1,129,53,42,33,16,0,0,7,1,253.275672651377,191.235003485523,176.218829923715,15.0161735618074,1.02140593203575,0.0,1.00800468912558,6.9784111062116,24.7408649334607,9.97459062923968,62.0406691658546,17.7377223793402,24.2592945830816,20.0436522034328,9.75287062430985,19.7023872238672,19.574380831539,23060,387,0
19131,Meilhards,15,6,0,0,127,118,44,26,15,0,0,12,1,276.0559662429,197.118013904478,181.221368512432,15.8966453920458,0.0,1.00179444821452,2.97538809471826,12.9336688009814,18.9017749148638,10.9838108543728,78.9379523384218,14.8824758892637,43.1258321870233,20.9296442621348,9.95751836537612,19.9756450862827,4.97875918268806,18140,474,0
19132,Menoire,3,1,0,0,27,28,8,11,5,0,0,1,0,69.5692307692308,49.1076923076923,40.9230769230769,8.18461538461538,1.02307692307692,2.04615384615385,0.0,3.06923076923077,9.20769230769231,3.06923076923077,20.4615384615385,4.09230769230769,9.20769230769231,7.16153846153846,5.11538461538461,0.0,5.11538461538461,18790,101,0
19133,Mercoeur,8,3,0,0,61,36,14,13,3,1,0,8,2,150.757680121083,85.3196276590896,81.3968861575223,3.92274150156734,0.0,0.980685375391835,0.0,0.0,7.84548300313468,1.96137075078367,65.4380524619931,10.7875391293102,14.7680766594828,39.8824366732001,4.90342687695918,0.0,19.6137075078367,19120,199,0
19134,Merlines,17,3,1,2,206,81,42,35,14,1,2,9,2,393.678125043929,284.042835701361,259.16470718416,24.878128517201,4.52100883273786,0.982637764257712,1.0626308305048,28.0611715890231,24.5072273236281,13.5591017076797,109.635289342567,19.4597247661965,40.4708840644388,49.7046805119322,18.1733288368211,23.1143598433945,71.2826887480562,21000,634,0
19135,Mestes,16,4,0,1,86,60,36,24,7,0,0,6,0,216.0,170.0,160.0,10.0,0.0,0.0,0.0,2.0,17.0,5.0,46.0,19.0,19.0,8.0,10.0,25.0,25.0,22780,347,0
19136,Meymac,78,171,5,8,484,284,172,118,97,2,9,63,13,1329.65802218536,929.196293519478,806.770461868473,122.425831651005,42.0519572134186,2.01481815226674,0.0,98.8674948627183,76.25541478339,68.5808993955998,400.461728665885,190.733851697253,95.0842059500606,114.643671018571,48.9496562542803,54.6300088897079,207.628808945833,20360,2162,0
19137,Meyrignac-l'Eglise,0,0,0,0,10,13,7,6,4,0,0,5,1,38.0,28.0,27.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0,0.0,4.0,6.0,5.0,0.0,0.0,s,s,0
19138,Meyssac,33,22,1,4,284,163,115,114,53,3,5,54,7,648.464198330088,488.093442492899,439.500804445335,48.5926380475641,6.97886392038838,1.93472374967877,0.988630085407654,28.8623796261628,69.2886842638657,38.6495687120417,160.370755837189,49.0701167923792,69.1823327966142,42.1183062481954,44.5637564883879,64.490274160003,128.89684156101,22190,1161,0
19139,Millevaches,1,5,1,0,17,13,10,8,4,0,0,5,0,45.962962962963,31.5432098765432,27.9382716049383,3.60493827160494,0.0,0.0,0.901234567901235,0.0,3.60493827160494,2.7037037037037,14.4197530864198,3.60493827160494,3.60493827160494,7.20987654320988,0.0,9.01234567901234,13.5185185185185,s,s,0
19140,Monceaux-sur-Dordogne,19,7,0,0,160,76,58,29,11,0,1,15,5,327.811566206328,241.213837634583,223.292758136109,17.9210794984748,0.875822344757534,0.0,0.923389177919644,21.2262258710805,17.7016931762764,6.72250626421517,86.5977285717443,22.3902328221356,37.0767305540423,27.1307651955663,47.0285944423846,19.7487766284657,39.2331835063341,22480,622,0
19141,Monestier-Merlines,3,5,1,0,50,38,19,15,5,2,1,1,0,186.602835673663,110.003758277069,99.1246956857541,10.8790625913149,0.0,0.998728728462577,0.998728728462577,7.8650508356316,14.7313729428006,4.92234136113059,76.5990773965937,4.90451579083502,11.8243146088908,59.8702469968679,4.90451579083502,4.90451579083502,14.8026752239829,23580,218,0
19142,Monestier-Port-Dieu,2,2,0,0,28,20,11,5,7,0,0,1,0,68.5012515907128,47.6685317822386,43.3320572016262,4.33647458061239,0.833308792338966,0.0,0.0,1.66661758467793,3.33323516935586,4.99985275403379,20.8327198084741,1.66661758467793,13.3329406774235,5.83316154637276,4.16654396169483,0.0,12.4996318850845,18650,104,0
19143,Montaignac-sur-Doustre,19,3,1,1,164,77,71,43,33,0,0,15,2,385.888460369402,299.269399514535,278.480826673833,20.7885728407018,3.80213451269205,0.0,0.984419861698483,20.5929578250617,33.7147695162717,26.2135402217461,86.6190608548669,19.4099678428555,41.6442306907534,25.564862321258,10.6323164220212,4.89899384116039,106.828338219937,21160,627,0
19144,Montgibaud,7,4,0,0,56,36,14,7,8,0,1,6,1,143.532630090032,119.283795862646,112.203565310698,7.08023055194766,2.02036006892234,0.0,1.00200567768523,14.2095115268957,5.99621027872885,6.07796241117777,24.2488342273861,7.19548041765934,5.94768906424256,11.1056647454841,10.1044463871822,20.5345761417024,35.5659736224042,19980,243,0
19145,Moustier-Ventadour,19,25,0,0,108,71,41,35,26,0,1,6,2,278.881811219922,222.403709717842,207.579440217829,14.8242695000129,0.963409910253456,1.00183798997175,0.0,12.7805757314317,20.8581003352568,14.9512289494653,56.4781015020804,21.4764548642239,14.0132660154392,20.9883806224173,15.0301132023765,19.713182218499,49.6419384970795,22160,424,0
19146,Naves,66,63,9,3,516,389,231,171,106,3,3,37,5,1332.03152536051,979.529762068169,918.059429796738,61.4703322714314,4.04073147057898,3.03328742574672,0.996110458844961,38.357635519585,142.14556717846,81.8137748040419,352.501763292342,114.542564571105,185.387485729492,52.5717129917443,55.5762738783655,156.827572822874,226.66232162305,24610,2144,0
19147,Nespouls,15,8,2,1,159,95,71,44,36,0,2,14,2,374.238052177037,324.571068879242,300.610164980963,23.9609038982792,2.01122088120031,2.01122088120031,0.0,17.6594375693891,34.9007234391884,21.9725104188722,49.6669832977949,17.6631047555052,22.2412324135405,9.76264612874921,39.8642195693048,30.1613718664543,90.6880028616417,23890,629,0
19148,Neuvic,57,234,3,3,330,212,120,104,74,2,3,59,7,1028.45985378446,625.376031094028,555.678607928298,69.6974231657305,7.04581827969638,1.99429474098308,4.04510442144788,38.4476650890579,66.9997777795448,53.5835977056412,403.083822690427,257.848567366582,82.5815818471819,62.6536734766627,30.3873173234611,50.7055360834831,152.355485130215,20930,1375,0
19149,Neuville,8,3,0,0,47,32,23,15,9,0,0,4,1,114.0,84.0,78.0,6.0,0.0,1.0,0.0,1.0,12.0,5.0,30.0,11.0,14.0,5.0,5.0,20.0,15.0,20690,202,0
19150,Noailhac,11,4,0,1,91,53,42,25,22,0,0,5,0,229.0,188.0,168.0,20.0,1.0,0.0,2.0,11.0,19.0,16.0,41.0,15.0,20.0,6.0,15.0,15.0,55.0,22850,372,0
19151,Noailles,33,21,1,1,229,130,103,56,38,0,0,16,3,567.659742523773,450.535883548363,424.486993740762,26.048889807601,4.00601419812556,1.00095265405706,0.998777535046877,26.0270816607319,44.0725437318897,27.034516884611,117.12385897541,49.1514271094528,46.9469180184229,21.0255138475345,39.9511959861402,25.0130117589092,145.269234250417,22830,911,0
19152,Nonards,9,5,0,0,119,70,44,35,23,0,0,8,2,248.80607067036,204.559903682852,193.539739691178,11.0201639916737,1.8082613956602,1.85043170158461,0.0,13.0548919939381,22.2753123647457,15.9159951180291,44.2461669875086,9.77719178253966,23.3621389218341,11.1068362831348,9.04130697830098,23.3462881841709,36.089318380972,22860,436,0
19153,Objat,111,96,13,6,912,496,299,235,147,6,17,136,5,2001.84043446641,1520.12642961168,1377.89090582505,142.235523786626,37.4088787440185,9.68821021399179,5.04029344839073,144.178589504405,172.050885052569,97.8796270385263,481.714004854734,159.863420423813,174.344874140038,147.505710290883,102.48960656468,123.832782262656,373.871618596198,21470,3606,0
19154,Orgnac-sur-Vezere,9,1,0,0,76,43,43,20,17,0,0,4,1,176.0,144.0,122.0,22.0,3.0,2.0,1.0,11.0,12.0,13.0,32.0,8.0,15.0,9.0,10.0,10.0,25.0,19840,297,0
19155,Orliac-de-Bar,10,5,0,0,56,51,26,12,8,0,0,4,0,146.574113623292,100.996331806245,91.2060215863785,9.79031021986676,1.91966824218993,0.0,0.0,8.90983920131868,8.89359114029623,3.87178237666246,45.5777818170467,10.7173827175213,19.0691387460303,15.7912603534951,4.95762247196742,0.0,35.0307026780664,21060,250,0
19156,Palazinges,5,2,0,0,43,26,12,5,12,0,0,4,0,96.5094339622642,79.9056603773585,73.6792452830189,6.22641509433962,1.0377358490566,1.0377358490566,1.0377358490566,4.15094339622642,5.18867924528302,12.4528301886792,16.6037735849057,7.26415094339623,8.30188679245283,1.0377358490566,5.18867924528302,15.5660377358491,20.7547169811321,23690,134,0
19157,Palisse,5,4,0,0,56,36,19,9,7,0,0,4,0,126.434811513212,97.5446159067104,81.6962196766472,15.8483962300632,1.96233259656043,0.0,0.0,4.94679762118635,5.96867903779182,7.00009170946767,28.8901956065011,6.91795065750121,9.01254507722369,12.9596998717762,0.0,0.0,10.0164936317285,17190,194,0
19158,Pandrignes,3,1,0,0,35,26,16,14,14,0,0,5,1,97.8214285714286,80.0357142857143,70.1547619047619,9.88095238095238,0.988095238095238,0.988095238095238,0.0,2.96428571428571,8.89285714285714,10.8690476190476,17.7857142857143,3.95238095238095,9.88095238095238,3.95238095238095,4.94047619047619,4.94047619047619,19.7619047619048,23550,163,0
19159,Peret-Bel-Air,1,2,0,0,12,22,11,3,8,0,0,2,0,42.0337078651685,33.2359550561798,31.2808988764045,1.95505617977528,0.0,0.0,0.0,0.0,0.97752808988764,3.91011235955056,8.79775280898876,2.93258426966292,4.8876404494382,0.97752808988764,0.0,0.0,4.8876404494382,s,s,0
19160,Perols-sur-Vezere,5,2,0,0,41,42,18,10,8,0,0,4,1,99.1627895282437,68.7972807611519,63.716828852124,5.08045190902792,0.0,1.01360189227676,0.0,2.03363317600588,8.07806715098101,4.03595114054938,30.3655087670918,7.13874387629244,15.154937595338,8.07182729546134,0.0,25.1863062236363,20.272415067957,22190,178,0
19161,Perpezac-le-Blanc,17,6,0,1,100,76,40,41,22,0,0,7,4,251.673294702702,200.730342649975,190.347310455851,10.3830321941239,0.0,1.08071732180591,0.909315105838411,5.05338696877134,31.0081927068746,13.8530813597099,50.9429520527273,22.247544293917,21.5112431423585,7.18416461645185,37.9057274646586,25.7172629636934,39.0858247821483,21820,450,0
19162,Perpezac-le-Noir,34,12,3,1,249,166,122,63,51,0,4,26,4,674.693282204478,552.208287018222,503.995308647531,48.2129783706902,5.18068610096885,2.08560623528782,0.0,30.6428232444369,50.0138348465845,45.0552574156149,122.484995186256,41.4706717548533,49.3919498248994,31.6223736065035,25.5453494974809,66.9708715792595,143.261250658099,22390,1170,0
19163,Le Pescher,12,3,0,1,71,48,33,19,25,0,0,4,2,184.82857139867,152.321628045791,133.085805252177,19.2358227936133,1.55565936724805,2.73030037123598,0.820377672718945,11.7477629315308,14.1055146755983,16.1367493956113,32.5069433528795,14.9813507437581,7.47619067730201,10.0494019318194,16.950947392737,23.2011153487651,27.2700083328383,22240,299,0
19164,Peyrelevade,17,5,1,0,173,115,57,46,47,2,1,24,1,487.780086521914,255.675963410727,238.736455357597,16.93950805313,6.97723097636312,1.99344495963573,1.00751163774238,18.9811437078009,18.9540697950474,22.0195585262112,232.104123111187,17.9144222256857,46.1236374240208,168.066063461481,14.977881913061,5.01051269336768,34.9127655535134,20410,541,0
19165,Peyrissac,5,2,0,0,32,16,9,6,5,0,0,4,1,64.2983870967742,43.1854838709677,41.2661290322581,1.91935483870968,0.959677419354839,0.0,0.0,4.79838709677419,1.91935483870968,1.91935483870968,21.1129032258065,6.71774193548387,6.71774193548387,7.67741935483871,0.0,4.79838709677419,0.0,21990,123,0
19166,Pierrefitte,2,2,0,1,15,17,7,6,6,0,0,4,0,48.4731182795699,42.5376344086022,38.5806451612903,3.95698924731183,0.0,0.989247311827957,0.989247311827957,0.0,5.93548387096774,4.94623655913978,5.93548387096774,1.97849462365591,0.0,3.95698924731183,0.0,9.89247311827957,9.89247311827957,s,s,0
19167,Confolent-Port-Dieu,0,0,0,0,12,10,11,3,0,0,0,1,0,24.4186046511628,14.6511627906977,13.6744186046512,0.976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,9.76744186046512,0.0,7.81395348837209,1.95348837209302,4.88372093023256,0.0,0.0,s,s,0
19168,Pradines,0,0,0,0,21,5,8,3,3,0,0,3,0,31.0813953488372,25.4302325581395,21.6627906976744,3.76744186046512,0.941860465116279,0.0,0.0,2.82558139534884,0.941860465116279,0.941860465116279,5.65116279069767,0.0,4.7093023255814,0.941860465116279,9.41860465116279,0.0,4.7093023255814,s,s,0
19169,Puy-d'Arnac,13,5,0,0,60,51,23,25,13,0,0,5,2,161.700042505593,127.061366913659,120.204532375111,6.8568345385474,1.99767274944975,0.986394841038713,0.0,6.93087147865735,15.5723174123434,11.8677147805528,34.6386755919344,13.4957842012804,14.1603861010516,6.98250528960238,14.7959226155807,14.9203379524423,20.1042813668425,20010,276,0
19170,Queyssac-les-Vignes,14,0,0,0,51,40,18,9,14,0,0,4,2,128.486693724165,100.170246723688,96.4025060162324,3.76774070745579,0.0,0.938801542107499,1.88177508381921,2.83939465201098,6.59873573961889,13.2016805489807,28.3164470004765,13.1391464646663,8.50979358572787,6.66750695008239,9.42975859235511,28.2579509915148,33.0669320057327,20790,205,0
19171,Reygade,9,1,0,0,47,29,16,13,2,0,0,7,0,105.0,86.0,83.0,3.0,0.0,0.0,0.0,1.0,12.0,1.0,19.0,9.0,6.0,4.0,0.0,0.0,20.0,20710,178,0
19172,Rilhac-Treignac,2,1,0,0,25,22,5,8,7,0,0,1,0,50.0,34.0,30.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,16.0,1.0,11.0,4.0,20.0,0.0,5.0,20270,118,0
19173,Rilhac-Xaintrie,7,1,2,2,76,41,19,9,13,0,0,10,0,169.0,116.0,108.0,8.0,3.0,0.0,0.0,12.0,4.0,4.0,53.0,6.0,14.0,33.0,10.0,5.0,0.0,18940,271,0
19174,La Roche-Canillac,2,0,0,0,31,20,22,10,9,0,0,7,2,66.0,43.0,36.0,7.0,1.0,1.0,1.0,2.0,5.0,4.0,23.0,2.0,12.0,9.0,0.0,20.0,5.0,19600,120,0
19175,Roche-le-Peyroux,3,0,0,1,27,18,11,8,3,0,0,1,0,59.8510638297872,45.4042553191489,41.2765957446809,4.12765957446809,0.0,2.06382978723404,0.0,1.03191489361702,6.19148936170213,3.09574468085106,14.4468085106383,4.12765957446809,5.15957446808511,5.15957446808511,0.0,0.0,20.6382978723404,21720,112,0
19176,Rosiers-d'Egletons,28,9,0,1,276,175,103,69,39,0,5,23,1,648.369201893801,515.130259343066,476.300222215849,38.830037127217,4.10803742792435,5.12836438535518,1.03360319429871,35.8080148674725,48.0004032191543,28.716942480733,133.238942550735,32.350502638007,68.2731496388932,32.6152902738349,20.5401760508569,40.8199750516567,138.154647651531,22450,1148,0
19177,Rosiers-de-Juillac,8,2,0,0,58,17,14,6,3,0,0,2,0,108.14606741573,85.5337078651685,73.7359550561798,11.7977528089888,0.98314606741573,0.0,0.0,7.86516853932584,1.96629213483146,0.98314606741573,22.6123595505618,8.84831460674157,9.8314606741573,3.93258426966292,19.6629213483146,0.0,24.5786516853933,19400,176,0
19178,Sadroc,34,15,0,0,235,156,105,66,26,0,2,15,1,609.0,504.0,464.0,40.0,2.0,1.0,3.0,23.0,60.0,25.0,105.0,41.0,41.0,23.0,60.0,35.0,140.0,22080,950,0
19179,Saillac,11,8,0,1,43,34,30,9,10,0,0,6,0,138.248780487805,108.834146341463,103.931707317073,4.90243902439024,0.0,0.980487804878049,0.980487804878049,5.88292682926829,8.82439024390244,8.82439024390244,29.4146341463415,12.7463414634146,14.7073170731707,1.9609756097561,4.90243902439024,14.7073170731707,34.3170731707317,23590,195,0
19180,Saint-Angel,26,11,1,3,194,101,72,37,17,0,6,28,2,435.0,343.0,324.0,19.0,2.0,0.0,2.0,23.0,29.0,15.0,92.0,34.0,32.0,26.0,10.0,30.0,90.0,22210,680,0
19181,Saint-Augustin,10,2,1,0,102,67,40,25,9,0,3,11,0,205.313074635668,153.390074745264,140.417703553405,12.9723711918587,1.97190691964752,0.0,0.0,12.9100990585726,9.94385190221296,3.97199428969584,51.9229998904039,9.90439320252987,31.0294212095557,10.9891854783183,14.9721380286593,15.0572877393968,19.9724368596544,20890,418,0
