COM,Nom Commune,NTLBIN,P20_SCOL1824,P20_SCOL2529,P20_NSCOL15P_SUP2,ETTEF5021,ETTEF1021,ETTEF021,P20_POP1564,P20_CHOM_DIPLMIN,P20_CHOM_SUP5,P20_ETUD1564,P20_RETR1564,C20_ACT1564_CS4
79218,Pressigny,0,3,0,14,0,0,0,117.388601036269,2.98445595854922,0.0,10.9430051813472,9.94818652849741,24.8704663212435
79220,Prin-Deyran├ºon,0,15,1,47,1,3,3,383.80128712783,1.04161800304236,0.938159388492692,40.5298621612117,21.4087411053724,65.7786234446738
79223,Puihardy,0,0,0,6,0,0,0,38.9984576466181,0.0,0.0,3.00198302577668,7.00462706014557,5.00330504296113
79225,Reffannes,0,3,0,31,0,1,0,237.100862161192,2.02843382626218,0.0,16.3443973295244,19.1856366323778,50.7096671594997
79226,Le Retail,0,4,1,19,0,0,0,167.846349891062,4.79069332658625,1.07285079215692,10.1724297482408,20.5277168170538,18.5892126721466
79229,La Rochenard,0,4,0,57,1,0,0,302.0,3.0,2.0,20.0,24.0,70.0
79230,Rom,0,13,0,61,0,1,3,485.928070653774,3.16191106966507,0.0,23.6053720464017,34.3825029978713,68.8910900419045
79231,Romans,0,15,0,71,0,0,0,451.837545308432,1.00452882865986,3.04611221896734,41.3651131834054,30.5285181507514,120.163990096972
79235,Saint-Amand-sur-Sevre,0,19,2,116,0,3,3,816.0,8.0,1.0,49.0,67.0,140.0
79236,Saint-Andre-sur-Sevre,0,16,1,62,0,0,1,386.709569088722,1.98306486160657,0.0,35.4921859160589,32.0105343254798,56.0515631278098
79238,Saint-Aubin-du-Plain,0,11,2,36,0,3,2,333.470521033865,1.9504696610232,0.0,23.4101848091975,28.2670261821699,78.0122861125709
79239,Saint-Aubin-le-Cloud,0,20,0,111,1,1,5,950.0,2.0,1.0,70.0,83.0,140.0
79241,Saint-Christophe-sur-Roc,0,5,0,67,0,0,1,363.647318426263,0.999771062919188,1.02109078567604,26.4963820665729,25.0266486088726,70.6782593752158
79242,Voulmentin,0,15,1,101,0,0,1,702.0,11.0,0.0,46.0,50.0,140.0
79243,Saint-Coutant,0,2,0,23,0,0,1,150.668778087809,0.0,0.0,8.88633426806452,22.4983197022626,40.3345156656362
79244,Saint-Cyr-la-Lande,0,4,0,36,0,0,1,230.528388149489,3.06978622327366,0.0,18.7364687816283,20.9506975364288,46.1454786207816
79246,Sainte-Eanne,0,14,1,36,3,3,1,394.516745624736,5.8070048445784,1.93520884263969,35.0245489062854,26.6517180774358,40.4300942453268
79249,Saint-Gelais,0,39,1,273,1,5,5,1374.90094282249,8.13616726964963,1.02030717948795,97.2190476306821,119.376261651256,340.293435568357
79250,Sainte-Gemme,0,10,0,35,0,0,1,253.792019815926,4.07218301365794,1.00317536181945,26.4608069822082,12.0972392748316,25.4038154366588
79251,Marcille,0,10,0,54,0,0,3,439.224899177956,2.87883970309331,1.99821648130936,32.235513455779,41.1814645445068,89.2898356564053
79252,Saint-Generoux,0,6,0,30,0,0,2,194.779664292553,0.0,0.0,9.45124809270401,20.0865747799417,44.7266195639437
79253,Saint-Georges-de-Noisne,0,10,0,39,0,0,1,402.07655464105,5.7734091813927,0.0,23.6616086511804,30.7373365021352,67.8126260050455
79254,Saint-Georges-de-Rex,0,5,0,43,0,0,2,266.881326803977,0.935470284258454,0.0,19.6328946719565,4.88352898374578,29.5099381659037
79255,Saint-Germain-de-Longue-Chaume,0,6,0,21,0,0,2,220.093591905008,5.03782369953973,0.0,16.8355118322785,20.1914728036185,9.83156652828548
79256,Saint-Germier,0,2,2,10,0,1,2,135.464759697201,0.991434425542084,0.0,7.26141756921513,5.79140704509704,42.4583051999287
79257,Saint-Hilaire-la-Palud,0,26,1,109,0,2,6,900.224618700946,22.9130450903329,1.05465727957131,71.4454626197563,102.722266152544,113.668252782236
79258,Saint-Jacques-de-Thouars,0,10,1,29,0,0,1,276.203520384572,4.03761996404336,0.0,22.5990156362778,20.5837700884818,39.1737566131227
79259,Saint-Jean-de-Thouars,0,21,2,133,1,8,3,763.789240612302,8.19548211172371,2.02283850689648,55.9987001363281,67.5044827327809,117.408171200253
79263,Saint-Laurs,0,4,0,54,0,0,2,343.0,5.0,0.0,19.0,25.0,35.0
79265,Saint-Leger-de-Montbrun,0,16,0,125,0,3,2,806.429797716713,10.9257222362803,0.0,56.5870786789847,91.6240289665243,119.397388115571
79267,Saint-Lin,0,1,1,28,1,2,1,199.169996869588,4.99709818952766,0.0,14.3226229773078,10.9642304270866,39.5893396484633
79268,Saint-Loup-Lamaire,1,22,1,43,2,0,3,490.667821943351,6.07833872214065,2.02735973463085,28.7765613418978,57.7284590700331,74.8534239054768
79269,Saint-Maixent-de-Beugne,0,8,1,44,0,1,1,253.0,2.0,0.0,24.0,11.0,70.0
79270,Saint-Maixent-l'Ecole,1,152,14,582,10,20,8,4524.17501526583,97.6210114514316,3.02502765234224,296.447426784223,259.818478805346,462.360124744152
79271,Saint-Marc-la-Lande,0,2,0,27,1,0,0,164.938929394098,3.93133359683531,0.0,6.29850418679278,18.8983450496899,31.1945393521612
79273,Saint-Martin-de-Bernegoue,0,8,0,102,0,1,1,482.0,4.0,0.0,33.0,46.0,115.0
79274,Saint-Martin-de-Macon,0,4,1,15,0,0,2,184.734536508428,4.25491569624007,0.940824633753761,5.96623470501472,16.1896687347173,23.6536349150609
79276,Saint-Martin-de-Saint-Maixent,0,15,2,84,2,0,0,673.0,6.0,2.0,65.0,60.0,135.0
79277,Saint-Martin-de-Sanzay,0,7,0,72,1,2,1,599.780571919769,1.99391457880191,0.0,40.7760339885074,45.8160614807823,71.9343783507244
79278,Saint-Martin-du-Fouilloux,0,7,0,23,0,0,0,145.625878550125,1.92790333329852,0.0,5.76919094211994,16.4371583450719,28.9497902669283
79280,Saint Maurice Etusson,0,7,2,69,1,0,5,496.28720907167,5.04965506038609,0.0,22.9173901047799,29.3268961141889,75.3640906416105
79281,Saint-Maxire,0,17,0,163,0,2,1,817.0,5.0,4.0,53.0,84.0,165.0
79283,Sainte-Neomaye,0,11,1,153,0,2,1,853.0,3.0,2.0,72.0,69.0,170.0
79284,Sainte-Ouenne,0,5,0,75,0,1,1,486.313872350908,2.98304188856229,1.0142702984601,24.6056245582725,47.1226394542466,89.446093826743
79285,Saint-Pardoux-Soutiers,1,25,2,168,1,3,4,1109.0,5.0,2.0,75.0,91.0,190.0
79286,Saint-Paul-en-Gatine,0,7,0,26,0,1,3,270.327220806259,1.84676700965823,0.921088468267155,12.1078353074616,27.6421540896892,27.7251411594887
79289,Saint-Pierre-des-Echaubrognes,0,30,4,139,1,1,1,910.531753378299,6.9742038932893,0.0,75.8966330694536,67.3862910736264,137.833897403526
79290,Saint-Pompain,0,21,1,94,0,1,1,610.229008326032,4.06277746496779,0.936450610753108,60.4870009867941,42.4641243573473,124.929597716208
79293,Saint-Remy,0,24,2,131,0,1,1,691.053585026572,5.21528324102495,0.0,65.3925860604627,46.1468923566158,130.300105310826
79294,Saint-Romans-des-Champs,0,3,0,16,0,0,0,108.35119047619,1.98809523809524,0.0,9.94047619047619,3.97619047619048,14.9107142857143
79295,Saint-Romans-les-Melle,0,9,1,64,0,0,2,422.977698973155,0.0,1.00589988186236,30.6923161962647,30.1946894274912,94.8718769499393
79297,Sainte-Soline,0,6,0,25,0,1,2,194.0,1.0,0.0,11.0,17.0,25.0
79298,Saint-Symphorien,0,31,1,231,0,2,7,1206.00821893325,5.06988769891638,3.04319236178948,107.267924113694,124.828098532236,218.537637928095
79299,Saint-Varent,0,26,4,147,3,10,4,1306.0,12.0,1.0,86.0,135.0,130.0
79300,Sainte-Verge,0,21,3,115,2,5,6,836.627180600518,6.8333643382941,0.991787640441015,49.4252328312957,102.373022756959,106.577394022328
79301,Saint-Vincent-la-Chatre,0,13,0,53,0,0,1,382.053313236409,3.45769076152616,0.0,31.1749431308027,26.7166318230491,81.1220785879425
79302,Saivres,0,20,0,114,0,2,0,818.0,6.0,3.0,59.0,65.0,160.0
79303,Salles,0,4,0,18,0,1,0,209.8493328783,1.02527919246998,2.05055838493995,11.8088543302596,25.687676615592,50.290486355806
79304,Sansais,0,29,1,76,0,1,4,484.036434755641,0.0,0.998419219577708,53.0647938056402,45.6375350523757,85.5589618087298
79306,Saurais,0,5,0,17,0,0,2,118.0,1.0,0.0,16.0,9.0,20.0
79307,Sauze-Vaussais,0,21,0,80,4,3,2,789.579385088648,13.8283236554222,1.96641757497939,54.9286192908984,80.0364720906478,89.2334547847132
79308,Sciecq,0,4,0,73,0,0,0,348.632526351792,1.01375236098536,1.01375236098536,30.257166866555,38.7962553729368,65.8961958860943
79309,Scille,0,3,0,27,0,0,1,207.822619068548,3.89375491868452,1.01225371661746,12.8080908114935,28.2945971686068,9.05670214966926
79310,Secondigne-sur-Belle,0,14,0,57,1,0,2,316.079468033234,0.0,2.00484248575424,28.3712284540342,21.3290284494768,44.3474268032662
79311,Secondigny,0,29,2,101,3,9,8,889.922224336622,18.8648948608725,0.0,68.335475419751,85.3043379029376,109.049755228667
79312,Seligne,0,4,0,10,0,0,1,72.2347826086957,0.0,0.0,7.12173913043478,6.10434782608696,10.1739130434783
79313,Sepvret,0,6,0,58,0,0,2,371.076650253472,5.04337407692038,1.00821216529544,29.3571591387614,24.2321970692117,91.0840755618937
79316,Soudan,0,5,0,35,1,1,3,269.0,3.0,1.0,21.0,19.0,35.0
79319,Souvigne,0,15,1,86,0,1,2,520.297844811891,4.94370165812113,0.0,38.8252920145277,27.1659462229941,103.509949587931
79320,Surin,0,10,1,72,0,0,2,412.780031881092,3.04674492168047,1.03496773571035,37.2514201951773,21.5394225171341,75.5947980134772
79322,Le Tallud,0,22,4,153,1,6,2,1108.0,5.0,3.0,80.0,109.0,170.0
79326,Thenezay,0,20,1,75,0,6,3,775.993640316372,14.0304965012089,5.03035481134255,55.5161228385528,83.8989397665989,105.21474344782
79329,Thouars,0,297,16,837,24,47,37,7886.7839440142,221.305698992446,18.6763291891798,615.018074721006,854.592920121417,1072.84627619996
79331,Tourtenay,0,2,0,10,0,0,0,71.0,0.0,0.0,3.0,4.0,0.0
79332,Trayes,0,2,0,7,0,0,2,76.0,1.0,0.0,2.0,8.0,10.0
79334,Val-du-Mignon,0,19,2,82,0,2,4,653.90847317937,7.86352465499441,2.0111107297961,50.8949367476112,50.7846179784777,120.066516019846
79335,Vallans,0,17,2,78,0,3,3,503.959992529266,5.96937969158634,1.00532509940305,44.724023802188,48.9973566531071,70.7734170226137
79336,Van├ºais,0,2,0,13,0,0,3,129.0,2.0,2.0,5.0,13.0,20.0
79337,Le Vanneau-Irleau,0,21,2,82,1,1,4,528.16021588828,8.93377140923777,1.95146990032308,46.8184210487515,45.5129614785898,59.5855778641107
79338,Vanzay,0,4,0,13,0,0,2,131.721518987342,0.0,1.08860759493671,11.9746835443038,16.3291139240506,27.2151898734177
79339,Vasles,0,24,2,126,1,2,6,922.0,10.0,3.0,72.0,84.0,110.0
79340,Vausseroux,1,6,2,30,0,2,0,192.419399531187,0.0,0.0,17.4221867737648,15.2711912844129,34.6584032474625
79341,Vautebis,0,1,0,23,0,0,2,69.6850393700787,0.0,0.0,1.85826771653543,3.71653543307087,13.9370078740157
79342,Vernoux-en-Gatine,0,9,1,33,1,0,0,342.653469751006,3.98109774569596,1.99486051396468,22.7670151266056,42.2654934465148,45.213219408228
79343,Vernoux-sur-Boutonne,0,7,0,16,0,0,0,125.4,0.972093023255814,0.0,10.693023255814,7.77674418604651,14.5813953488372
79345,Verruyes,0,8,0,87,0,1,5,531.585484874659,9.02717622112366,1.0002846077933,30.9198087208005,41.1707465682471,115.054855008603
79346,Le Vert,0,1,0,5,0,1,0,67.7966101694915,0.0,0.0,3.17796610169492,10.5932203389831,5.29661016949153
79347,Viennay,0,18,0,67,0,2,1,688.083530593746,10.1364344777055,2.00015879251663,55.6746888679317,67.709291870842,100.706683410678
79348,Villefollet,0,3,1,13,0,1,3,128.748768472906,0.0,0.0,12.7684729064039,9.57635467980296,10.64039408867
79349,Villemain,0,2,0,8,0,1,0,74.9466666666667,0.0,0.0,3.89333333333333,13.6266666666667,4.86666666666667
79350,Villiers-en-Bois,0,1,0,7,0,1,0,73.869918699187,0.0,0.0,3.83739837398374,3.83739837398374,14.390243902439
79351,Villiers-en-Plaine,0,33,2,202,1,1,3,1094.67496995507,9.08187349704933,1.01207244080155,69.3802213211349,70.4296969776761,227.908406761016
79352,Villiers-sur-Chize,0,1,1,13,0,0,1,96.0,0.0,1.0,6.0,14.0,15.0
79354,Vouhe,0,4,1,31,0,0,3,211.254687638576,1.00850610356181,0.0,11.7245079135354,20.1508484476828,29.3655127380185
79355,Vouille,0,56,5,388,1,1,6,2031.2089229256,3.01462259213888,6.03752958394867,190.014685400646,195.758049680578,438.156508056746
79357,Xaintray,0,5,1,27,0,0,0,151.0,0.0,1.0,13.0,11.0,20.0
86001,Adriers,0,10,0,37,2,1,4,399.0,5.0,0.0,21.0,44.0,55.0
86002,Amberre,0,8,0,63,0,0,0,350.860624446007,2.99895604951377,0.0,22.5086503679332,21.1661796884052,55.9122587925204
86003,Anche,0,4,0,34,0,0,1,202.816054759903,1.85952097367823,2.96897511857025,17.6776025944507,14.2882444067274,34.8425156741898
86004,Angles-sur-l'Anglin,0,4,0,28,0,0,2,170.317824094666,0.990317188888607,0.0,4.34396455561337,26.1083594211015,19.0881373572729
86005,Angliers,0,9,0,53,0,0,0,373.49268577143,6.02132784862164,0.987761816594553,26.4847486571601,33.1814333301351,34.4953810062993
86006,Antigny,0,5,0,31,0,0,1,290.27064510829,4.99525244709258,0.964767694052216,14.6429144843665,33.6097686637036,70.4897244750402
86007,Antran,0,18,2,135,1,6,3,685.366141868677,1.00830526125306,0.992296662126428,65.4981126894307,55.5234023124891,154.071549203987
86008,Ar├ºay,0,1,0,24,0,0,1,198.0,3.0,0.0,10.0,20.0,30.0
86009,Archigny,0,13,1,77,0,0,2,587.168596284449,6.90992510254154,1.02065308008852,35.9693857257467,64.0673002646437,78.49802765067
86010,Aslonnes,0,22,1,130,0,2,0,732.590528453309,6.00731502419353,2.00775979583414,55.8430394499623,63.6413448957422,229.594019975338
86011,Asnieres-sur-Blour,0,2,1,11,0,0,0,99.8901098901099,0.989010989010989,0.989010989010989,5.93406593406593,11.8681318681319,4.94505494505495
86012,Asnois,0,0,0,15,0,0,0,74.1818181818182,0.0,0.0,2.31818181818182,12.75,0.0
86013,Aulnay,0,1,0,7,0,0,0,50.4742268041237,0.989690721649485,0.0,0.989690721649485,5.93814432989691,4.94845360824742
86014,Availles-en-Chatellerault,0,31,0,167,1,2,0,1051.96933545959,7.06275456033428,4.02467335930534,101.852529002243,68.8739895806271,295.965324411498
86015,Availles-Limouzine,0,17,0,73,1,5,4,645.151225536943,5.7626550739974,0.859093615337568,47.1078555510987,91.7901182082602,87.8432721298374
86016,Avanton,0,55,5,253,0,5,4,1353.0,6.0,2.0,135.0,84.0,320.0
86017,Ayron,0,19,1,95,0,4,3,669.751690507153,11.9397165803982,0.992052574720094,59.9753561686316,52.1395418496159,84.1034808416645
86018,Basses,0,4,0,22,0,0,0,206.977740447215,5.04690420754674,0.0,18.4566676761788,39.7848146122557,35.6354517262035
86019,Beaumont Saint-Cyr,0,63,4,279,1,1,6,1854.93414916836,11.9827873651982,8.0683145974125,171.959641093316,145.276806008953,359.046153483438
86020,Bellefonds,0,5,1,30,0,0,1,156.736214863543,0.0,0.982834249679444,6.68095486600427,18.2835470744717,30.0057219033559
86022,Berrie,0,1,0,9,0,0,0,144.838544590986,2.00024771975691,0.0,9.29617918789745,15.1961600623177,9.67446358773139
86023,Berthegon,0,3,1,8,0,0,0,157.0,3.0,0.0,15.0,11.0,15.0
86024,Beruges,0,44,7,190,1,2,1,984.107136595681,1.01843995960933,2.04841724826846,108.001348184287,101.549799282782,234.934950105774
86025,Bethines,0,2,2,33,0,1,3,230.903024685325,4.01272928027321,1.00314525753214,8.99570328901094,23.1981776447005,45.0880360886927
86026,Beuxes,0,8,1,48,0,1,2,337.0,3.0,1.0,24.0,18.0,55.0
86027,Biard,0,71,7,176,8,17,4,1154.69296572336,6.8423743104145,2.89132592339152,125.900814797976,75.7561814868494,222.902648579564
86028,Bignoux,0,19,1,132,0,1,0,660.372333100626,0.0,4.90147438080737,49.7241626767113,60.2615180442803,148.736333296082
86029,Blanzay,0,11,0,56,0,2,1,447.220005192654,2.03532529440672,2.00753213596682,33.7773894222863,33.1523101168056,60.5036511120933
86031,Bonnes,0,42,3,158,0,2,3,1027.68150540173,5.9772758664039,4.02436691629993,95.6813744072438,83.3768321758471,219.301283675443
86032,Bonneuil-Matours,0,48,3,195,0,1,11,1268.22858731498,15.1049843852237,2.99960807873953,122.287841167861,104.023462317594,316.555768742453
86034,Bouresse,0,6,0,49,0,0,0,339.915503211234,0.98069227370042,0.0,18.5126016964303,27.8361184886696,65.8824039287875
86035,Bourg-Archambault,0,0,0,7,0,0,0,88.4210526315789,1.05263157894737,1.05263157894737,4.21052631578947,18.9473684210526,10.5263157894737
86036,Bournand,0,14,2,63,0,1,1,544.541768326508,9.19085953614681,1.0108246741881,47.0915928512388,36.9743985217328,81.1977929689509
86037,Brigueil-le-Chantre,0,3,0,32,1,0,2,213.003100006301,5.27785910384345,0.991378146050172,8.64353198930952,27.6399922209952,40.8509604453735
86038,Brion,0,7,0,13,0,0,1,146.504424778761,1.90265486725664,0.0,7.61061946902655,4.75663716814159,28.5398230088496
86039,Brux,0,7,3,56,0,0,1,409.285365844705,3.1005487939445,1.10987079458272,24.3807574800535,38.3459093078153,62.3935137983463
86040,La Bussiere,0,5,0,19,0,0,1,169.0,0.0,1.0,9.0,26.0,0.0
86041,Buxerolles,0,528,61,925,6,19,13,6038.93600453523,89.8162241036529,50.7348337936125,726.572724664434,423.770686114823,1389.97217419047
86042,Buxeuil,0,14,0,63,0,0,2,542.120393307103,9.6469966369451,0.957617537142967,42.4350410182344,65.4015183034181,98.6080261267993
86044,Ceaux-en-Loudun,0,7,0,41,0,1,1,327.648388787304,3.84223964686725,0.0,17.050383210627,33.6398274969569,53.0845500725195
86045,Celle-Levescault,0,29,3,149,1,0,3,842.998677460186,7.89654793192609,0.0,68.0957010171948,64.049427283143,172.49124176153
86046,Cenon-sur-Vienne,0,22,1,151,1,4,2,1017.902306956,9.75845909622132,4.97417278238948,64.4938121600047,122.882886536717,223.50640938461
86047,Cernay,0,3,0,32,0,0,1,297.627739966625,6.11703206528649,0.0,22.380103668753,27.1437711981876,70.6992441381093
86048,Chabournay,0,22,1,119,0,0,1,754.249740477591,3.73294343257413,0.96081164217077,73.01211783125,44.7796713067611,189.062996058284
86049,Chalais,0,4,0,36,0,0,0,300.424080430842,0.0,0.0,14.5876726853701,41.4629767226909,44.3123218824326
86050,Chalandray,0,11,0,56,0,3,2,501.866296463775,4.96889399230059,0.0,38.7743854285674,36.5387836776122,75.0561241343773
86051,Champagne-le-Sec,0,5,0,9,0,0,0,116.647887323944,0.0,0.948356807511737,13.2769953051643,8.53521126760563,28.4507042253521
86052,Champagne-Saint-Hilaire,0,19,2,77,0,1,3,576.23182732223,8.94414764434051,1.99672387975887,53.5151509288387,26.0839740289218,79.7505917370251
86053,Champigny en Rochereau,0,36,5,196,0,0,4,1231.9788794558,8.05303247598874,1.96650283489838,92.15091827491,62.8206750903068,402.11262541138
86054,Champniers,0,6,0,25,0,0,2,190.550257796613,1.00294221365537,0.0,13.0411748853751,27.0730062386557,30.0868045926984
86055,La Chapelle-Baton,0,6,0,21,0,1,1,207.631466807476,1.99914903123107,0.0,12.8773560787845,30.5241859620186,14.8432154586195
86058,La Chapelle-Mouliere,0,11,1,68,0,0,4,437.216653802706,2.03008008237653,2.03367606587262,33.5333459845278,26.4615549518644,101.676598591658
86059,Chapelle-Viviers,0,7,2,37,1,0,1,332.351512887911,7.3236221605156,0.0,30.934755645229,23.7013993256236,25.9791353393528
86061,Charroux,0,15,1,80,0,5,5,541.411072514095,9.54562771794595,1.08417853457379,46.3877167875403,68.9284121613835,53.4387510760296
86062,Chasseneuil-du-Poitou,1,721,76,404,42,73,33,3253.68913582051,28.0301699876836,21.1687414493601,796.068558011014,199.594340220607,565.694283302248
86063,Chatain,0,3,0,8,0,0,0,138.523990919854,1.00555291178079,0.0,5.55546898007803,29.0523240008851,16.4235034372041
86064,Chateau-Garnier,0,5,0,24,1,1,1,286.0,6.0,1.0,13.0,29.0,30.0
86065,Chateau-Larcher,0,24,1,93,0,2,4,642.509193693202,4.02897813155643,2.01448906577822,65.1835095612246,49.7641719093233,141.243424326671
86066,Chatellerault,0,817,131,2222,39,119,52,18055.7249632494,666.819608692226,68.5244259375339,1569.66066131797,1456.14446439411,2759.28517127895
86068,Chaunay,0,21,2,77,1,3,4,666.085243674596,3.01340452822757,2.00893879779543,46.0632043794631,80.3369146041187,60.2368292084436
86069,La Chaussee,0,3,0,14,0,0,1,110.951871657754,2.91978609625668,0.0,6.81283422459893,5.83957219251337,43.7967914438503
86070,Chauvigny,1,201,11,584,7,24,21,4091.64765522999,67.4544286117087,8.05796496143098,373.319423335155,389.336903489476,738.225496645299
86072,Chenevelles,0,9,2,32,0,0,3,284.0011391318,3.95551901415994,0.0,23.28565410138,20.373814411207,14.9184045505057
86073,Cherves,0,7,3,36,0,1,4,290.593722473237,3.99164824394822,1.00128252137472,25.3850957692105,26.0634954699845,19.8085939224454
86074,Chire-en-Montreuil,0,11,2,82,1,2,2,592.130923074492,7.9984741177666,0.0,41.9776756844636,41.8295141331549,120.540528419493
86075,Chouppes,0,6,0,60,0,0,3,448.51847486635,2.85533188723472,0.95639800084345,29.4860330698669,36.5442481814015,62.1436368204882
86076,Cisse,0,73,4,304,2,9,4,1759.16735399737,7.09585264093666,8.14499446951513,174.288026481095,137.185710202974,386.193801345074
86077,Civaux,0,22,0,106,1,4,5,690.599560289755,7.04132626768712,3.01326445656384,56.9191620848015,45.4489904873814,135.702074414674
86078,Civray,0,58,2,146,6,13,6,1238.0,35.0,5.0,127.0,131.0,150.0
86079,La Roche-Rigault,0,16,1,49,0,1,4,350.805071046118,12.0739049929691,0.0,21.0657328070004,33.2641114552153,55.2621973152418
86080,Cloue,0,6,3,42,0,0,1,322.937348547296,6.09518639859176,0.0,27.1815269876019,28.5547987109628,60.5221201693044
86081,Colombiers,0,25,2,133,0,1,3,862.248992656143,6.95526273634043,1.00771122660287,77.3674701291995,88.6006041504095,118.94190558991
86082,Valence-en-Poitou,1,74,4,346,3,15,9,2469.39958911922,23.5651531481482,9.21223007538545,193.662151765794,163.650405320417,485.032003766561
86083,Coulombiers,0,19,4,97,0,4,2,668.0,6.0,0.0,54.0,54.0,145.0
86084,Coulonges,0,1,0,17,0,1,2,109.0,0.0,0.0,4.0,14.0,5.0
86085,Coussay,0,2,1,22,0,0,1,155.531525114658,1.95616418484509,0.0,11.5553513699134,9.04603190013059,34.7848086533053
86086,Coussay-les-Bois,0,7,1,68,0,1,0,544.0,6.0,1.0,35.0,44.0,110.0
86087,Craon,0,2,0,5,0,1,0,100.354838709677,0.983870967741935,0.983870967741935,4.91935483870968,9.83870967741936,0.0
86088,Croutelle,0,34,4,97,1,1,4,564.446209554215,0.0,1.89303752668823,55.4087153916783,34.54274976232,166.215208165051
86089,Cuhon,0,4,2,31,0,1,1,229.813891408279,3.00880273583322,0.99556849923999,19.7521518611079,25.0220450586506,44.5838791697948
86090,Cur├ºay-sur-Dive,0,1,0,12,0,1,1,113.523148148148,0.0,0.0,7.03240740740741,12.0555555555556,25.1157407407407
86091,Curzay-sur-Vonne,0,9,0,26,0,0,2,240.1186178351,2.95539230893309,0.952861284227447,20.3802872331016,16.0416060773604,19.5453432212091
86092,Dange-Saint-Romain,0,43,1,228,4,7,5,1717.0,34.0,2.0,108.0,176.0,300.0
86093,Derce,0,2,0,8,0,0,0,88.7668711656442,1.95092024539877,1.95092024539877,3.90184049079755,8.77914110429448,14.6319018404908
86094,Dienne,0,9,0,55,0,0,1,377.531648546875,2.97724987746929,0.0,20.929972165721,24.169613876031,87.0758922565678
86095,Dissay,1,93,1,338,3,13,3,2028.91993641462,21.1751407878982,8.09890997925581,170.456966821665,144.6228095261,489.792965565347
86096,Doussay,0,7,1,50,0,1,1,412.209948486525,11.0987108702695,0.0,19.3453771235659,18.0862496865981,30.515864400858
86097,La Ferriere-Airoux,0,12,2,22,0,0,2,215.0,2.0,1.0,17.0,13.0,25.0
86098,Fleix,0,2,0,9,0,1,1,84.0,0.0,0.0,5.0,7.0,10.0
86099,Fleure,0,30,4,86,3,5,1,659.009993826242,6.22160737841844,3.04572493884177,52.0109075989983,76.8254713566023,110.832575937008
86100,Fontaine-le-Comte,0,117,11,402,0,12,7,2342.56557335425,6.05753430811618,9.07539471137337,235.072641146715,282.297541337688,638.643625837312
86102,Frozes,0,18,0,53,0,0,1,383.997792303544,1.06243966460063,1.06037729874881,36.1312702687085,27.5245497901398,68.9452682176129
86103,Gen├ºay,0,47,4,114,3,2,4,882.371743603075,16.0163163346295,0.999775857018517,79.6673517225707,93.9892268020534,160.447372153758
86104,Genouille,0,8,0,16,0,0,1,273.880121640857,3.93065970977853,0.969493514319761,22.4991657901217,47.0302445507279,19.8665636746262
86105,Gizay,0,5,1,36,0,0,0,238.286525899018,3.7458919927587,2.05384203098135,21.5720278925193,21.1190636263908,29.1799316712334
86106,Glenouze,0,1,0,5,0,0,0,56.64,0.96,0.0,1.92,5.76,9.6
86107,Gouex,0,2,2,39,0,0,0,261.010320037418,0.0,0.999315010720341,14.0049900588095,29.990596461359,44.9927568965039
86108,La Grimaudiere,0,7,0,20,0,0,1,242.740728163285,9.25754594794369,1.0690528510545,13.953093291136,31.7792339510538,25.9337138584531
86109,Guesnes,0,2,0,14,0,0,2,127.34183180671,5.70298416847726,0.0,8.38914982863026,26.547169834995,14.355094552112
86110,Haims,0,3,1,18,0,0,0,152.301363638694,1.03423126020081,0.0,4.13701636535729,12.1323332722371,20.3478746661649
86111,Ingrandes,0,38,2,141,6,8,6,1010.10486354273,6.14064640431449,3.08430424818533,86.0974450981139,106.370337936939,172.889146033085
86112,L'Isle-Jourdain,0,8,1,46,1,6,6,506.495453543114,8.00185331256998,0.0,20.9490730384185,64.3735826028024,70.3010344994396
86113,Iteuil,0,88,3,292,3,4,5,1821.82170370546,9.94826939500342,7.08549935858199,168.990532702337,120.515714632586,441.514024149298
86114,Jardres,0,31,0,139,1,2,0,759.111256497752,3.09028034070702,1.95582896370006,70.8835564286361,46.4389620980014,168.87842607295
86115,Jaunay-Marigny,0,357,21,765,12,14,13,4850.59165257945,57.6132124390106,26.2861973215132,551.563810500057,328.427619754639,1031.20076854287
86116,Jazeneuil,0,10,5,87,0,0,6,508.105267457922,3.77818549374543,3.8433642493747,26.1441818516617,47.7659641719828,103.08899775621
86117,Jouhet,0,17,0,35,0,0,1,336.256238322799,2.99454712203709,1.01293264281489,31.3489588895123,36.4371996409055,60.486556333752
86118,Journet,0,5,0,20,0,0,3,199.933941329327,3.14014293045823,0.0,10.4636583654324,22.658742396267,25.1902878126594
86119,Jousse,0,2,0,9,1,1,1,180.866986816116,3.02403063958117,2.0025841608968,11.2450256731367,24.1353366910022,15.3226700209639
86120,Lathus-Saint-Remy,0,12,0,86,1,1,3,646.0,10.0,2.0,41.0,64.0,80.0
86121,Latille,1,30,4,102,1,1,4,864.289001947414,16.2363763948661,1.01467381209447,61.9677652379837,86.0780832603687,187.580933867213
86122,Lauthiers,0,1,0,4,0,0,0,38.4264705882353,0.0,0.0,0.985294117647059,0.985294117647059,24.6323529411765
86123,Boivre-la-Vallee,0,54,7,249,0,4,5,1920.48397304948,28.5460495282009,8.01757626100076,146.448075019104,131.662487589578,339.905760095067
